subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	7	1	1	3
sub-007	0	0	0	1	1	173
sub-008	0	0	0	1	1	346
sub-009	0	0	0	1	1	346
sub-010	0	0	0	1	1	346
sub-012	0	0	0	1	1	173
sub-014	0	0	0	1	1	173
sub-015	0	0	0	1	1	173
sub-016	0	0	0	1	1	173
sub-018	0	0	0	1	1	346
sub-019	0	0	0	1	1	346
sub-020	0	0	0	1	1	173
sub-021	0	0	0	1	1	173
sub-022	0	0	0	1	1	173
sub-023	0	0	0	1	1	173
sub-024	0	0	0	1	1	346
sub-027	0	0	0	1	1	173
sub-028	0	0	0	1	1	173
sub-030	0	0	0	1	1	173
