subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	4
sub-cntrl01	1	1	6	1	1	62
sub-cntrl02	1	1	6	1	1	62
sub-cntrl03	1	1	6	1	1	62
sub-cntrl04	1	1	6	1	1	62
sub-cntrl05	1	1	6	1	1	62
sub-cntrl06	1	1	6	1	1	62
sub-cntrl07	1	1	6	1	1	62
sub-cntrl08	1	1	6	1	1	62
sub-cntrl09	1	1	6	1	1	62
sub-cntrl10	1	1	6	1	1	62
sub-cntrl11	1	1	6	1	1	62
sub-cntrl12	1	1	6	1	1	62
sub-cntrl13	1	1	6	1	1	62
sub-cntrl14	1	1	6	1	1	62
sub-pddn01	1	1	6	1	1	62
sub-pddn02	1	1	6	1	1	62
sub-pddn03	1	1	6	1	1	62
sub-pddn04	1	1	6	1	1	62
sub-pddn05	1	1	6	1	1	62
sub-pddn06	1	1	6	1	1	62
sub-pddn07	1	1	6	1	1	62
sub-pddn08	1	1	6	1	1	62
sub-pddn09	1	1	6	1	1	62
sub-pddn10	1	1	6	1	1	62
sub-pddn11	1	1	6	1	1	62
sub-pddn12	1	1	6	1	1	62
sub-pddn13	1	1	6	1	1	62
sub-pddn14	1	1	6	1	1	62
