subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-930100	1	1	53
sub-930101	1	1	53
sub-930102	1	1	53
sub-930103	1	1	53
sub-930104	1	1	53
sub-930107	1	1	53
sub-930108	1	1	53
sub-930109	1	1	53
sub-930110	1	1	53
sub-930112	1	1	53
sub-930113	1	1	53
sub-930114	1	1	53
sub-930115	1	1	53
sub-930116	1	1	53
sub-930117	1	1	53
sub-930118	1	1	53
sub-930119	1	1	53
sub-930120	1	1	53
sub-930121	1	1	53
sub-930123	1	1	53
sub-930124	1	1	53
sub-930125	1	1	53
sub-930126	1	1	53
sub-930128	1	1	53
sub-930129	1	1	53
sub-930130	1	1	53
sub-930132	1	1	53
sub-930133	1	1	53
sub-930134	1	1	53
sub-930135	1	1	53
sub-930136	1	1	53
