subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	5
sub-M80301092	0	0	0	1	1	126
sub-M80303045	0	0	0	1	1	126
sub-M80303730	0	0	0	1	1	126
sub-M80304750	0	0	0	1	1	126
sub-M80305418	0	0	0	1	1	126
sub-M80306555	0	0	0	1	1	126
sub-M80318505	0	0	0	1	1	126
sub-M80319012	0	0	0	1	1	126
sub-M80319521	0	0	0	1	1	126
sub-M80322566	0	0	0	1	1	126
sub-M80323465	0	0	0	1	1	90
sub-M80325206	0	0	0	1	1	126
sub-M80328669	0	0	0	1	1	126
sub-M80333697	0	0	0	1	1	126
sub-M80334186	0	0	0	1	1	126
sub-M80334891	0	0	0	1	1	126
sub-M80335622	0	0	0	1	1	126
sub-M80336555	0	0	0	1	1	126
sub-M80340633	0	0	0	1	1	126
sub-M80344830	0	0	0	1	1	126
sub-M80345728	0	0	0	1	1	126
sub-M80352984	0	0	0	1	1	126
sub-M80353242	0	0	0	1	1	126
sub-M80353518	0	0	0	1	1	126
sub-M80354361	0	0	0	1	1	126
sub-M80361478	0	0	0	1	1	126
sub-M80362559	0	0	0	1	1	126
sub-M80363038	0	0	0	1	1	126
sub-M80363504	0	0	0	1	1	126
sub-M80365393	0	0	0	1	1	126
sub-M80369239	0	0	0	1	1	126
sub-M80374933	0	0	0	1	1	126
sub-M80375100	0	0	0	1	1	126
sub-M80375491	0	0	0	1	1	126
sub-M80380529	0	0	0	1	1	126
sub-M80384859	0	0	0	1	1	126
sub-M80390041	0	0	0	1	1	126
sub-M80391297	0	0	0	1	1	126
sub-M80392026	0	0	0	1	1	126
sub-M80392216	0	0	0	1	1	126
sub-M80397236	0	0	0	1	1	126
sub-M80397245	0	0	0	1	1	126
sub-M80397330	0	0	0	1	1	126
sub-M80397425	0	0	0	1	1	126
sub-M80398133	0	0	0	1	1	126
sub-M80398281	0	0	0	1	1	126
sub-M80398983	0	0	0	1	1	126
