subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	8
sub-study002	1	1	462
sub-study003	1	1	683
sub-study004	1	1	683
sub-study005	1	1	683
sub-study006	1	1	683
sub-study007	1	1	839
sub-study008	1	1	839
sub-study010	1	1	1047
sub-study011	1	1	1047
sub-study012	1	1	670
sub-study013	1	1	1047
sub-study014	1	1	1047
sub-study015	1	1	1047
sub-study016	1	1	1047
sub-study017	1	1	670
sub-study018	1	1	1047
sub-study019	1	1	1047
sub-study020	1	1	1047
sub-study021	1	1	670
sub-study023	1	1	1047
sub-study024	1	1	1047
sub-study025	1	1	1047
sub-study026	1	1	1047
sub-study027	1	1	1047
sub-study028	1	1	1047
sub-study030	1	1	670
sub-study031	1	1	670
sub-study032	1	1	1047
sub-study033	1	1	1021
sub-study034	1	1	1047
sub-study035	1	1	1047
sub-study037	1	1	670
sub-study038	1	1	1047
sub-study039	1	1	670
sub-study040	1	1	1047
sub-study041	1	1	670
