subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2
sub-2006	1	1	29
sub-2011	1	1	29
sub-2013	1	1	29
sub-2014	1	1	29
sub-2016	1	1	29
sub-2017	1	1	29
sub-2018	1	1	29
sub-2019	1	1	29
sub-2020	1	1	29
sub-2021	1	1	29
sub-2022	1	1	29
sub-2023	1	1	29
sub-2028	1	1	29
sub-2029	1	1	29
sub-2030	1	1	29
sub-2031	1	1	29
sub-2033	1	1	29
sub-2034	1	1	29
sub-2035	1	1	29
sub-2037	1	1	29
sub-2040	1	1	29
sub-2041	1	1	29
sub-2042	1	1	29
sub-2043	1	1	29
sub-2044	1	1	29
sub-2045	1	1	29
sub-2046	1	1	29
sub-2047	1	1	29
sub-2048	1	1	29
sub-2051	1	1	29
sub-2052	1	1	58
sub-2053	1	1	29
sub-2055	1	1	29
sub-2057	1	1	29
sub-2061	1	1	29
sub-2063	1	1	29
sub-2065	1	1	29
sub-2066	1	1	29
sub-2067	1	1	29
sub-2069	1	1	29
sub-2070	1	1	29
sub-2071	1	1	29
sub-2072	1	1	29
sub-2073	1	1	29
sub-2074	1	1	29
sub-2075	1	1	29
sub-2076	1	1	58
sub-2077	1	1	29
sub-2078	1	1	29
sub-2079	1	1	58
sub-2080	1	1	29
sub-2081	1	1	29
sub-2082	1	1	29
sub-2083	1	1	29
sub-2084	1	1	29
sub-2085	1	1	29
sub-2086	1	1	29
sub-2088	1	1	29
sub-2091	1	1	29
sub-2092	1	1	29
sub-2093	1	1	29
sub-2094	1	1	29
sub-2095	1	1	29
sub-2096	1	1	29
sub-2098	1	1	29
sub-2099	1	1	58
sub-2100	1	1	58
sub-2101	1	1	29
sub-2102	1	1	29
sub-2103	1	1	29
sub-2106	1	1	29
sub-2107	1	1	29
sub-2108	1	1	29
sub-2109	1	1	29
sub-2115	1	1	58
sub-2117	1	1	58
sub-2120	1	1	29
sub-2133	1	1	29
sub-2136	1	1	29
sub-2137	1	1	58
sub-2138	1	1	29
sub-2139	1	1	29
sub-2141	1	1	29
sub-2142	1	1	29
sub-2143	1	1	29
sub-2144	1	1	29
sub-2145	1	1	58
sub-2146	1	1	58
sub-2147	1	1	58
sub-2148	1	1	29
sub-2149	1	1	29
sub-2150	1	1	58
sub-2151	1	1	58
sub-2152	1	1	58
sub-2153	1	1	29
sub-2154	1	1	29
sub-2155	1	1	29
sub-2156	1	1	29
sub-2157	1	1	29
sub-2158	1	1	29
sub-2159	1	1	29
sub-2160	1	1	29
sub-2161	1	1	29
sub-2162	1	1	29
sub-2163	1	1	29
sub-2164	1	1	58
sub-2165	1	1	29
sub-2166	1	1	29
sub-2168	1	1	58
sub-2169	1	1	29
sub-2170	1	1	29
sub-2173	1	1	29
sub-2174	1	1	29
sub-2175	1	1	29
sub-2176	1	1	58
sub-2177	1	1	58
sub-2178	1	1	29
sub-2179	1	1	29
sub-2180	1	1	29
sub-2181	1	1	29
sub-2182	1	1	29
sub-2183	1	1	29
sub-2185	1	1	29
sub-2186	1	1	29
sub-2188	1	1	29
sub-2189	1	1	29
sub-2190	1	1	29
sub-2191	1	1	58
sub-2192	1	1	29
sub-2194	1	1	29
sub-2195	1	1	29
sub-2196	1	1	29
sub-2197	1	1	29
sub-2198	1	1	29
sub-2200	1	1	29
sub-2203	1	1	29
sub-2204	1	1	29
sub-2205	1	1	29
sub-2206	1	1	29
sub-2207	1	1	58
sub-2208	1	1	29
sub-2209	1	1	29
sub-2210	1	1	29
sub-2211	1	1	29
sub-2212	1	1	29
sub-2214	1	1	29
sub-2217	1	1	29
sub-2218	1	1	58
sub-2219	1	1	29
sub-2220	1	1	29
sub-2221	1	1	29
sub-2222	1	1	29
sub-2223	1	1	29
sub-2225	1	1	29
sub-2226	1	1	29
sub-2227	1	1	29
sub-2228	1	1	58
sub-2229	1	1	29
sub-2230	1	1	29
