subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	1	1	1	399
sub-CR09	0	0	0	0	1	209
sub-DT12	0	0	0	0	1	209
sub-JM15	0	0	0	0	1	192
sub-JR24	0	0	0	0	1	209
sub-KH02	0	0	0	0	1	192
sub-KL04	0	0	0	0	1	192
sub-LB28	0	0	0	0	1	209
sub-LP12	0	0	0	0	1	192
sub-MC17	0	0	0	0	1	209
sub-MK14	0	0	0	0	1	209
sub-QP18	0	0	0	0	1	192
sub-QR30	0	0	0	0	1	192
sub-RE29	0	0	0	0	1	209
sub-RL17	0	0	0	0	1	209
sub-RS06	0	0	0	0	1	209
sub-SC13	0	0	0	0	1	192
sub-ST28	0	0	0	0	1	168
sub-TS12	0	0	0	0	1	168
sub-VB04	0	0	0	0	1	175
