subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	20	0	1	5
sub-jgroptoAD100	0	0	0	1	1	98
sub-jgroptoAD101	0	0	0	1	1	98
sub-jgroptoAD102	0	0	0	1	1	98
sub-jgroptoAD103	0	0	0	1	1	98
sub-jgroptoAD105	0	0	0	1	1	98
sub-jgroptoAD106	0	0	0	1	1	98
sub-jgroptoAD107	0	0	0	1	1	98
sub-jgroptoAD108	0	0	0	1	1	98
sub-jgroptoAD109	0	0	0	1	1	98
sub-jgroptoAD650	0	0	0	1	1	246
sub-jgroptoAD653	0	0	0	1	1	246
sub-jgroptoAD654	0	0	0	1	1	246
sub-jgroptoAD655	0	0	0	1	1	246
sub-jgroptoAD656	0	0	0	1	1	123
sub-jgroptoAD657	0	0	0	1	1	246
sub-jgroptoAD658	0	0	0	1	1	123
sub-jgroptoAD659	0	0	0	1	1	246
sub-jgroptoAD660	0	0	0	1	1	246
sub-jgroptoAD661	0	0	0	1	1	246
sub-jgroptoAD681	0	0	0	1	1	246
sub-jgroptoAD682	0	0	0	1	1	246
sub-jgroptoAD683	0	0	0	1	1	246
sub-jgroptoAD684	0	0	0	1	1	123
sub-jgroptoAD685	0	0	0	1	1	246
sub-jgroptoAD686	0	0	0	1	1	246
sub-jgroptoAD687	0	0	0	1	1	246
sub-jgroptoAD688	0	0	0	1	1	123
sub-jgroptoAD689	0	0	0	1	1	246
sub-jgroptoAD690	0	0	0	1	1	246
sub-jgroptoAD692	0	0	0	1	1	246
sub-jgroptoAD693	0	0	0	1	1	246
