subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	6	1	1	3
sub-201	0	1	19	1	1	478
sub-202	0	1	21	1	1	478
sub-203	0	1	24	1	1	478
sub-204	0	1	21	1	1	478
sub-205	0	1	18	1	1	478
sub-206	0	1	19	1	1	478
sub-207	0	1	17	1	1	478
sub-208	0	1	17	1	1	478
sub-209	0	1	18	1	1	478
sub-210	0	1	19	1	1	478
sub-211	0	1	20	1	1	478
sub-212	0	1	19	1	1	478
sub-213	0	1	20	1	1	478
sub-214	0	1	22	1	1	478
sub-215	0	1	18	1	1	478
sub-216	0	1	19	1	1	478
sub-217	0	1	20	1	1	478
sub-218	0	1	19	1	1	478
sub-220	0	1	20	1	1	478
sub-221	0	1	16	1	1	478
sub-222	0	1	23	1	1	478
sub-223	0	1	23	1	1	478
sub-224	0	1	23	1	1	478
sub-225	0	1	19	1	1	478
sub-226	0	1	22	1	1	478
sub-227	0	1	21	1	1	478
sub-228	0	1	19	1	1	478
sub-229	0	1	20	1	1	455
sub-231	0	1	21	1	1	478
sub-232	0	1	19	1	1	478
sub-233	0	1	18	1	1	478
sub-234	0	1	20	1	1	478
sub-235	0	1	23	1	1	478
sub-236	0	1	22	1	1	478
sub-237	0	1	19	1	1	478
sub-238	0	1	19	1	1	478
sub-239	0	1	20	1	1	478
sub-240	0	1	19	1	1	478
