subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	1	73	1	1	2
sub-cIIIs01	0	0	0	1	1	1188
sub-cIIIs02	0	0	0	1	1	496
sub-cIIIs03	0	0	0	1	1	173
sub-cIIIs04	0	0	0	1	1	865
sub-cIIIs05	0	0	0	1	1	346
sub-cIIIs06	0	0	0	1	1	173
sub-cIIIs07	0	0	0	1	1	173
sub-cIIIs08	0	0	0	1	1	346
sub-cIIs00	0	0	0	1	1	929
sub-cIIs01	0	0	0	1	1	1488
sub-cIIs02	0	0	0	1	1	1542
sub-cIIs03	0	0	0	1	1	1249
sub-cIIs04	0	0	0	1	1	1461
sub-cIVs001	0	0	0	1	1	346
sub-cIVs002	0	0	0	1	1	173
sub-cIVs005	0	0	0	1	1	346
sub-cIVs006	0	0	0	1	1	346
sub-cIVs007	0	0	0	1	1	346
sub-cIVs009	0	0	0	1	1	173
sub-cIVs010	0	0	0	1	1	173
sub-cIVs012	0	0	0	1	1	346
sub-cIVs013	0	0	0	1	1	346
sub-cIVs015	0	0	0	1	1	173
sub-cIVs016	0	0	0	1	1	173
sub-cIVs017	0	0	0	1	1	346
sub-cIVs018	0	0	0	1	1	346
sub-cIVs020	0	0	0	1	1	173
sub-cIVs023	0	0	0	1	1	173
sub-cIVs024	0	0	0	1	1	346
sub-cIVs025	0	0	0	1	1	346
sub-cIVs026	0	0	0	1	1	346
sub-cIVs027	0	0	0	1	1	173
sub-cIVs028	0	0	0	1	1	173
sub-cIVs029	0	0	0	1	1	346
sub-cIVs030	0	0	0	1	1	346
sub-cIVs031	0	0	0	1	1	173
sub-cIVs032	0	0	0	1	1	346
sub-cIVs033	0	0	0	1	1	173
sub-cIVs034	0	0	0	1	1	173
sub-cIVs035	0	0	0	1	1	173
sub-cIVs036	0	0	0	1	1	346
sub-cIVs037	0	0	0	1	1	346
sub-cIVs038	0	0	0	1	1	346
sub-cIVs040	0	0	0	1	1	346
sub-cIVs041	0	0	0	1	1	173
sub-cIVs043	0	0	0	1	1	346
sub-cIVs044	0	0	0	1	1	346
sub-cIVs045	0	0	0	1	1	346
sub-cIVs046	0	0	0	1	1	173
sub-cIVs047	0	0	0	1	1	173
sub-cIVs048	0	0	0	1	1	173
sub-cIVs049	0	0	0	1	1	173
sub-cIVs050	0	0	0	1	1	173
sub-cIVs051	0	0	0	1	1	346
sub-cIVs052	0	0	0	1	1	173
sub-cIVs053	0	0	0	1	1	346
sub-cIVs054	0	0	0	1	1	346
sub-cIVs055	0	0	0	1	1	346
sub-cIVs056	0	0	0	1	1	346
sub-cIVs057	0	0	0	1	1	346
sub-cIVs058	0	0	0	1	1	173
sub-cIVs061	0	0	0	1	1	173
sub-cIVs062	0	0	0	1	1	173
sub-cIVs065	0	0	0	1	1	173
sub-cIVs066	0	0	0	1	1	173
sub-cIVs067	0	0	0	1	1	346
sub-cIVs069	0	0	0	1	1	173
sub-cIVs070	0	0	0	1	1	346
sub-cIVs071	0	0	0	1	1	173
sub-cIVs073	0	0	0	1	1	173
sub-cIVs074	0	0	0	1	1	173
sub-cIVs075	0	0	0	1	1	346
sub-cIVs076	0	0	0	1	1	173
sub-cIVs077	0	0	0	1	1	346
sub-cIVs078	0	0	0	1	1	346
sub-cIVs080	0	0	0	1	1	173
sub-cIVs081	0	0	0	1	1	346
sub-cIVs082	0	0	0	1	1	346
sub-cIVs085	0	0	0	1	1	346
sub-cIVs086	0	0	0	1	1	173
sub-cIVs088	0	0	0	1	1	173
sub-cIVs089	0	0	0	1	1	173
sub-cIVs090	0	0	0	1	1	173
sub-cIVs092	0	0	0	1	1	173
sub-cIVs093	0	0	0	1	1	173
sub-cIVs094	0	0	0	1	1	173
sub-cIVs095	0	0	0	1	1	173
sub-cIVs096	0	0	0	1	1	173
sub-cIVs098	0	0	0	1	1	173
sub-cIVs100	0	0	0	1	1	173
sub-cIVs101	0	0	0	1	1	173
sub-cIVs102	0	0	0	1	1	173
sub-cIVs104	0	0	0	1	1	173
sub-cIVs108	0	0	0	1	1	173
sub-cIVs109	0	0	0	1	1	173
sub-cIVs110	0	0	0	1	1	173
sub-cIs1	0	0	0	1	1	1773
