subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-CNDR01	1	1	23
sub-CNDR02	1	1	23
sub-CNDR03	1	1	23
sub-CNDR04	1	1	23
sub-CNDR05	1	1	23
sub-CNDR06	1	1	23
sub-CNDR07	1	1	23
sub-CNDR08	1	1	23
sub-CNDR09	1	1	23
sub-CNDR10	1	1	23
sub-CNDR11	1	1	23
sub-CNDR12	1	1	23
sub-CNDR13	1	1	23
sub-CNDR14	1	1	23
sub-HNL01	1	1	23
sub-HNL02	1	1	23
sub-HNL03	1	1	23
sub-HNL04	1	1	23
sub-HNL05	1	1	23
sub-HNL06	1	1	23
sub-HNL07	1	1	23
sub-NDRI01	1	1	23
sub-NDRI02	1	1	23
sub-NDRI03	1	1	23
sub-exvivoMTLatlas	1	1	23
