subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	2	1	1	6
sub-001	0	1	6	1	1	104
sub-002	0	1	12	1	1	206
sub-003	0	1	8	1	1	138
sub-004	0	1	10	1	1	172
sub-005	0	1	2	1	1	34
sub-006	0	1	6	1	1	102
sub-007	0	1	8	1	1	137
sub-008	0	1	12	1	1	205
sub-009	0	1	2	1	1	35
sub-010	0	1	6	1	1	102
sub-011	0	1	4	1	1	68
sub-012	0	1	6	1	1	102
sub-013	0	1	6	1	1	102
sub-014	0	1	4	1	1	68
sub-015	0	1	6	1	1	102
sub-016	0	1	4	1	1	68
sub-017	0	1	4	1	1	68
sub-018	0	1	4	1	1	68
sub-019	0	1	4	1	1	68
sub-020	0	1	8	1	1	136
sub-021	0	1	4	1	1	68
sub-022	0	1	10	1	1	170
sub-023	0	1	8	1	1	136
sub-024	0	1	8	1	1	136
sub-025	0	1	8	1	1	136
sub-026	0	1	4	1	1	68
sub-027	0	1	12	1	1	204
sub-028	0	1	2	1	1	34
sub-029	0	1	2	1	1	34
sub-030	0	1	6	1	1	102
sub-031	0	1	6	1	1	102
sub-032	0	1	10	1	1	170
sub-033	0	1	4	1	1	68
sub-034	0	1	6	1	1	102
sub-035	0	1	2	1	1	34
sub-036	0	1	10	1	1	170
sub-037	0	1	4	1	1	68
sub-038	0	1	2	1	1	34
sub-039	0	1	6	1	1	102
sub-040	0	1	2	1	1	34
sub-041	0	1	8	1	1	136
sub-042	0	1	6	1	1	102
sub-043	0	1	6	1	1	102
sub-045	0	1	6	1	1	102
sub-046	0	1	6	1	1	102
sub-047	0	1	6	1	1	102
sub-048	0	1	4	1	1	68
sub-049	0	1	4	1	1	68
sub-050	0	1	4	1	1	68
sub-051	0	1	2	1	1	34
sub-052	0	1	4	1	1	68
sub-053	0	1	4	1	1	68
sub-054	0	1	6	1	1	102
