subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	4
sub-0055	0	0	0	1	1	110
sub-0401	0	0	0	1	1	113
sub-2166	0	0	0	1	1	111
sub-2171	0	0	0	1	1	113
sub-2176	0	0	0	1	1	113
sub-2199	0	0	0	1	1	112
sub-2200	0	0	0	1	1	112
sub-2237	0	0	0	1	1	113
sub-2238	0	0	0	1	1	113
sub-2239	0	0	0	1	1	112
sub-2240	0	0	0	1	1	113
sub-2261	0	0	0	1	1	112
sub-2279	0	0	0	1	1	113
sub-2280	0	0	0	1	1	112
sub-2281	0	0	0	1	1	113
sub-2282	0	0	0	1	1	113
sub-2362	0	0	0	1	1	112
sub-2364	0	0	0	1	1	112
sub-2377	0	0	0	1	1	113
sub-2378	0	0	0	1	1	113
sub-2379	0	0	0	1	1	113
sub-2382	0	0	0	1	1	110
sub-2383	0	0	0	1	1	111
sub-2386	0	0	0	1	1	113
sub-2387	0	0	0	1	1	113
sub-2388	0	0	0	1	1	113
sub-2391	0	0	0	1	1	113
sub-2392	0	0	0	1	1	112
sub-2399	0	0	0	1	1	113
sub-2400	0	0	0	1	1	113
sub-2401	0	0	0	1	1	111
sub-2564	0	0	0	1	1	112
sub-2566	0	0	0	1	1	112
sub-2567	0	0	0	1	1	113
