subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	4
sub-NF01	1	1	16	1	1	74
sub-NF02	1	1	16	1	1	74
sub-NF03	1	1	16	1	1	74
sub-NF04	1	1	16	1	1	74
sub-NF05	1	1	16	1	1	74
sub-NF06	1	1	16	1	1	74
sub-NF07	1	1	16	1	1	74
sub-NF08	1	1	16	1	1	74
sub-NF09	1	1	16	1	1	74
sub-NF10	1	1	16	1	1	74
sub-NF11	1	1	16	1	1	74
sub-NF12	1	1	16	1	1	74
sub-NF13	1	1	16	1	1	74
sub-NF14	1	1	16	1	1	74
sub-NF15	1	1	16	1	1	74
sub-NF16	1	1	16	1	1	74
sub-NF17	1	1	16	1	1	74
sub-NF18	1	1	16	1	1	74
sub-NF19	1	1	16	1	1	74
sub-NF20	1	1	16	1	1	74
sub-NF21	1	1	16	1	1	74
sub-NF22	1	1	16	1	1	74
sub-NF23	1	1	16	1	1	74
sub-NF24	1	1	16	1	1	74
sub-NF25	1	1	16	1	1	74
sub-NF26	1	1	16	1	1	74
sub-control01	1	1	16	1	1	74
sub-control02	1	1	16	1	1	74
sub-control03	1	1	16	1	1	74
sub-control04	1	1	16	1	1	74
sub-control05	1	1	16	1	1	74
sub-control06	1	1	16	1	1	74
sub-control07	1	1	16	1	1	74
sub-control08	1	1	16	1	1	74
sub-control09	1	1	16	1	1	74
sub-control10	1	1	16	1	1	74
sub-control11	1	1	16	1	1	74
sub-control12	1	1	16	1	1	74
sub-control13	1	1	16	1	1	74
sub-control14	1	1	16	1	1	74
sub-control15	1	1	16	1	1	74
sub-control16	1	1	16	1	1	74
sub-control17	1	1	16	1	1	74
sub-control18	1	1	16	1	1	74
sub-control19	1	1	16	1	1	74
sub-control20	1	1	16	1	1	74
sub-control21	1	1	16	1	1	74
sub-control22	1	1	16	1	1	74
sub-control23	1	1	16	1	1	74
sub-control24	1	1	16	1	1	74
sub-control25	1	1	16	1	1	74
sub-control26	1	1	16	1	1	74
