subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-213	1	1	148
sub-214	1	1	93
sub-218	1	1	148
sub-219	1	1	148
sub-220	1	1	148
sub-221	1	1	148
sub-222	1	1	131
sub-223	1	1	131
sub-224	1	1	131
sub-225	1	1	148
sub-226	1	1	148
sub-228	1	1	148
sub-229	1	1	148
sub-230	1	1	148
sub-231	1	1	74
sub-232	1	1	148
sub-233	1	1	148
sub-234	1	1	148
sub-235	1	1	131
sub-236	1	1	148
sub-237	1	1	131
sub-238	1	1	131
sub-240	1	1	148
sub-241	1	1	131
sub-242	1	1	131
sub-245	1	1	148
sub-246	1	1	148
sub-248	1	1	148
sub-250	1	1	148
sub-251	1	1	148
sub-253	1	1	131
sub-254	1	1	148
sub-256	1	1	148
sub-258	1	1	148
sub-259	1	1	148
sub-260	1	1	148
sub-262	1	1	148
sub-268	1	1	148
