subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	4
sub-sid000216	1	1	23
sub-sid000217	1	1	23
sub-sid000375	1	1	23
sub-sid000475	1	1	23
sub-sid000476	1	1	23
sub-sid000494	1	1	23
sub-sid000496	1	1	23
sub-sid000498	1	1	23
sub-sid000529	1	1	23
sub-sid000570	1	1	23
sub-sid000573	1	1	23
sub-sid000667	1	1	23
sub-sid000668	1	1	23
sub-sid000669	1	1	23
sub-sid000671	1	1	23
sub-sid000677	1	1	23
sub-sid000678	1	1	23
sub-sid000679	1	1	23
sub-sid000680	1	1	23
sub-sid000681	1	1	23
sub-sid000682	1	1	23
sub-sid000683	1	1	23
sub-sid000688	1	1	23
sub-sid000692	1	1	23
sub-sid000694	1	1	23
sub-sid000695	1	1	23
sub-sid000697	1	1	23
sub-sid000698	1	1	23
sub-sid000699	1	1	23
sub-sid000704	1	1	23
sub-sid000705	1	1	23
sub-sid000706	1	1	23
sub-sid000707	1	1	23
sub-sid000708	1	1	23
sub-sid000710	1	1	23
