subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	3
sub-8107	0	0	0	1	1	43
sub-8108	0	0	0	1	1	43
sub-8109	0	0	0	1	1	43
sub-8110	0	0	0	1	1	43
sub-8111	0	0	0	1	1	43
sub-8112	0	0	0	1	1	43
sub-8113	0	0	0	1	1	43
sub-8114	0	0	0	1	1	43
sub-8115	0	0	0	1	1	43
sub-8116	0	0	0	1	1	43
sub-8117	0	0	0	1	1	43
sub-8118	0	0	0	1	1	43
sub-8119	0	0	0	1	1	33
sub-8120	0	0	0	1	1	43
sub-8121	0	0	0	1	1	43
sub-8122	0	0	0	1	1	43
sub-8123	0	0	0	1	1	43
sub-8124	0	0	0	1	1	43
sub-8125	0	0	0	1	1	43
sub-8126	0	0	0	1	1	43
sub-8127	0	0	0	1	1	43
sub-8128	0	0	0	1	1	43
sub-8129	0	0	0	1	1	43
sub-8130	0	0	0	1	1	43
sub-8131	0	0	0	1	1	43
sub-8132	0	0	0	1	1	43
sub-8133	0	0	0	1	1	43
sub-8134	0	0	0	1	1	43
sub-8135	0	0	0	1	1	43
